Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Biomass Availability,Energy Storage Capacity,Energy Efficiency Programs
USA,2017,Hydro,43940.44052,7839.576874,2328486565,230596358,1.49806E+14,14433.95569,49832.88342,86050.54464,485837.7792,812697,24.83108637,664.1132379,0
Australia,2009,Solar,25606.69522,19959.07839,2320138534,169399504,5.2364E+13,210798.7197,40759.33311,66287.62893,380598.3836,394329,93.50620276,104.8827121,1
USA,2020,Hydro,8883.530389,28294.359,5448697655,1007322717,1.85767E+14,166880.2166,8605.247818,7886.796673,272836.3052,822598,50.97504594,409.4603855,0
France,2016,Geothermal,35500.92658,21641.11627,6536709907,1334194993,1.80109E+14,900372.5517,24922.12501,98787.39652,298629.8517,462594,10.7643624,379.2244541,1
India,2012,Geothermal,81796.1365,34389.36929,5941908626,410334061,1.7695E+14,888488.0205,86306.3211,34294.65788,949378.4527,965166,57.46681667,823.3233555,0
Brazil,2006,Solar,18920.57114,3391.263545,1802571791,51843810,1.80363E+14,10294.90254,90052.94701,38060.23997,427607.348,349433,63.36940244,433.6060969,0
Japan,2013,Hydro,88491.0892,42941.7824,6432797811,1018925673,6.44439E+12,185988.1618,78168.36623,94157.05914,947393.7995,608200,37.00490797,375.6470823,0
Germany,2006,Hydro,90197.66846,21493.9136,7566212718,37329456,2.79311E+13,766164.8354,80422.71801,67249.22397,506057.4524,716590,95.53881878,195.2144615,1
USA,2002,Solar,87519.50339,17209.51414,2903334194,741884520,1.7832E+14,700508.969,28997.06832,85751.51856,56450.95954,476839,71.13636527,613.5821321,0
Brazil,2007,Biomass,41400.85022,6130.987712,264452109.9,747732442,5.14979E+13,579392.9927,61950.58951,49923.7811,87504.95455,771649,47.55675341,509.6530898,0
China,2008,Geothermal,57851.51485,8974.167687,3206440785,1399991132,6.11296E+13,890342.3101,51819.14324,71337.45406,328003.2549,516290,79.38771486,857.6954483,0
India,2018,Biomass,84586.54516,36348.59771,1550547527,13661976,1.36862E+14,906454.9635,47409.56945,81929.02022,484388.562,491259,45.12646161,104.047777,0
USA,2019,Solar,72798.40661,20009.73994,3122725698,1053844869,3.71146E+11,877089.9133,41086.97484,72282.41267,461241.2347,62961,90.97871078,721.2363848,1
India,2000,Wind,49328.19487,39249.15698,7245473466,150092786,1.53731E+14,348211.8449,9574.106103,89324.0594,704675.7324,435990,33.34366035,980.8317885,1
Russia,2000,Biomass,82302.7575,27680.17907,4276274674,507469710,8.26775E+13,314844.3626,17249.99833,31849.2664,387030.4587,993629,16.83212887,103.4677994,1
USA,2007,Biomass,66878.801,921.9595035,9429076873,1456812712,1.31854E+13,20169.93155,13342.99952,78415.60147,690358.717,131172,25.26246521,399.8402436,0
China,2003,Wind,29638.15475,49062.48817,3370178172,36481644,8.70749E+13,324485.9559,51252.15531,61897.58845,142391.6282,143666,73.66022078,663.616307,1
Australia,2013,Wind,57510.10471,46103.5638,8090497222,1198319669,4.71876E+13,686454.8344,36766.93549,40406.50741,329577.5195,24681,12.02075451,349.6213884,0
Canada,2002,Biomass,75454.51686,3755.723893,2087846540,40755176,1.28857E+14,369672.7013,63926.43634,10208.35378,137600.1558,3191,61.71888375,109.3307558,0
France,2006,Geothermal,91405.10647,21660.33961,5725878561,230008972,3.06461E+13,635203.4889,35485.84432,84854.97548,350474.9765,185210,34.53240725,314.5451835,0
Japan,2014,Geothermal,21406.41397,18355.14968,6886268127,94946591,1.71449E+14,217536.7863,13340.99616,67186.63329,720692.9937,135493,3.454683061,637.8728092,1
France,2002,Hydro,12976.48933,25952.43806,36905021.14,418736194,1.05862E+14,236108.4993,69229.77879,55072.37103,113876.77,90007,82.77342004,321.8150446,1
Canada,2013,Solar,56844.85473,47148.59781,3137118139,1392935707,5.09707E+13,386466.9004,74264.16145,87031.63424,731445.9015,501179,5.175845908,511.3490491,0
Germany,2005,Biomass,39377.38919,46590.49751,821428402.7,483599302,7.54044E+12,219861.3253,31448.38637,13398.23609,69958.97181,382073,58.80248199,277.8804744,1
Germany,2005,Hydro,75217.34577,13287.20194,6420613040,36705013,8.55439E+13,974211.4172,55975.61806,64332.83832,628649.8756,387756,72.61189595,697.5762387,1
France,2018,Wind,5760.01592,42341.54761,9429840798,29861747,1.65349E+14,189051.9288,37320.91759,72136.27304,508720.1574,277171,97.86111282,800.8145246,1
Brazil,2008,Geothermal,73809.60072,41847.50554,6542457144,1412857056,3.73304E+13,515734.0807,64431.89162,52622.25135,130592.5674,814574,52.20360091,440.4945899,1
Russia,2015,Solar,64059.62711,3450.635223,3353091025,1230622583,9.21318E+13,90139.20918,78649.67109,96085.45091,389083.6395,39924,78.96852551,632.2221492,1
Canada,2005,Solar,2951.138612,16582.2127,6622685043,880425847,1.48166E+14,290565.8448,49903.97096,5460.177898,792319.9249,544849,52.4626309,116.4951382,0
Japan,2023,Wind,68205.55197,43505.90268,8700757847,708305597,1.63655E+14,917560.7085,65702.10218,49649.02208,417404.8928,616103,32.73354677,982.9963536,1
USA,2023,Geothermal,35514.4563,9858.308106,1393059827,109056194,1.20448E+14,245809.9749,65756.01769,46648.97476,714962.6257,702553,5.920779194,943.8570279,0
Australia,2007,Solar,5411.835587,49435.01672,3678951442,1421144606,9.74285E+13,775048.5566,36244.1253,58722.81044,526581.2955,143548,52.73030315,914.6595795,0
Germany,2004,Hydro,51595.87847,19212.51899,7604382127,714352538,1.25226E+14,543336.1663,42266.52003,76322.41315,125550.6481,693115,26.54970129,570.2550779,0
Germany,2011,Hydro,8353.261389,8929.23176,6620283915,443390810,1.882E+14,245367.6209,75560.78029,53746.7533,916465.4947,234676,36.84702978,40.25606873,0
USA,2014,Hydro,12488.65777,16228.27323,8672835900,1167266470,1.49783E+14,994179.851,46352.48595,62038.42853,785247.0589,286051,75.96817719,916.0676287,1
Japan,2002,Hydro,75516.62094,2432.012003,8211857050,1332104544,3.94531E+13,736584.5045,10430.69135,34466.49798,303012.7719,843368,11.6663723,378.7517422,1
India,2016,Wind,42564.24299,42293.73298,2177533761,1113158042,3.49989E+13,923240.9373,71677.3644,48660.20939,160451.6016,819895,67.67506622,397.523491,0
Canada,2018,Geothermal,76193.27804,19375.18778,5060959896,548574596,1.05053E+14,862567.7536,48653.29205,90992.66282,759102.3537,668232,63.78314612,319.7387237,0
Russia,2013,Geothermal,19547.02879,15509.00895,3609544994,602551737,9.35293E+13,548834.8871,63592.85694,94243.47199,370976.986,846828,36.2556668,629.8508385,0
India,2019,Biomass,22342.78723,6054.09146,9591562507,442966960,8.69841E+12,134729.0908,48551.83163,10558.52693,256958.0564,443989,2.664562919,819.8297807,1
USA,2005,Geothermal,69962.63895,5831.934492,1682272901,711770368,6.45377E+13,805354.557,3052.972398,85881.88798,135033.6592,615374,74.04262855,221.9711455,1
India,2017,Solar,47012.86127,36947.75359,1420593557,1291703188,1.21232E+14,265516.0157,3608.341385,69073.93912,87692.75119,830053,91.85335743,71.26079281,1
Japan,2009,Solar,1484.496496,39655.58131,9067361945,565793426,1.1497E+14,991977.5528,10793.08866,47750.76181,571200.1527,581051,96.06514309,99.47382136,1
USA,2014,Solar,76766.33275,24925.97659,4039305682,180371162,1.16853E+14,772611.9328,5695.721691,10246.27839,579584.4252,741436,48.01397586,579.1282819,0
Australia,2001,Hydro,44314.46133,34848.18946,2971230108,1071586106,1.74981E+14,860316.7286,89565.84798,2906.968562,602631.5823,371629,98.38686187,752.6659138,0
China,2016,Wind,20084.78539,11493.09199,2088297402,106690817,1.54289E+14,509970.137,1447.045369,22895.14931,574202.7956,515596,51.08136145,772.8347429,1
India,2016,Geothermal,3129.383863,25711.35339,5115596484,415837041,1.53248E+14,384841.3245,75258.14223,37116.69095,154360.1089,278673,45.9131388,859.9892177,0
India,2014,Geothermal,31321.35322,46188.62111,2241167656,1291135425,1.79001E+14,954088.4574,99223.85307,80374.45607,452094.9842,711390,34.45277365,692.5559093,0
China,2012,Wind,27090.49651,11954.11382,1928568443,469034136,4.39226E+13,299593.4413,96089.73747,26202.11646,180997.3821,742304,30.91511446,513.0830782,1
Japan,2007,Geothermal,21636.38549,35954.22116,7323856978,446981392,4.09864E+13,293031.9421,72692.92879,12890.33068,409852.0318,147668,72.64024431,851.5507814,0
Japan,2001,Geothermal,92826.21051,5849.043085,4657436961,518903187,1.55062E+14,604118.1965,51808.31928,91980.58313,51441.6951,67392,40.55954478,954.2168508,0
France,2016,Hydro,77381.66105,17711.18743,5921740353,1376153191,1.07025E+14,457015.4277,98591.95258,82511.6701,455641.2051,93357,77.7269382,755.6181522,0
France,2001,Biomass,92316.07243,41822.64627,8638613386,1088606562,3.06668E+13,332718.6574,99893.59789,84941.60726,800999.6562,529486,5.8808906,612.9807725,0
Brazil,2016,Solar,89553.34701,5021.215089,230691116.5,1336318209,1.02798E+14,755329.7813,41928.39465,1720.233327,764702.0839,90157,64.55887278,595.3646423,0
France,2023,Biomass,38894.69622,35791.59745,3995855053,1395574855,1.76298E+14,849539.6237,76709.09611,88425.38181,729888.9558,13802,24.37492653,432.856537,0
Canada,2020,Wind,74467.28519,33989.69677,614669488.9,137346280,1.18397E+14,954773.0962,12618.23124,10399.35226,71474.34091,202234,87.38131046,113.4725065,0
India,2002,Solar,41221.17166,35628.17841,8087793620,76855225,1.31397E+14,974802.864,81532.43896,33837.73082,194442.9444,795601,46.01495822,289.1168736,1
Japan,2008,Solar,69425.61752,267.9953731,7710128949,1359755644,1.21925E+13,800649.4462,64993.83489,54243.93195,779771.9296,288751,84.47070229,20.8254316,0
Japan,2006,Biomass,94795.554,12717.1024,9298247383,196117970,1.80329E+14,502032.107,17428.3081,96740.7638,156401.4514,737306,28.61379459,895.896765,1
Germany,2007,Geothermal,41750.24606,22838.65819,2820561081,1360564146,1.58795E+14,260175.2093,47721.66088,30658.00029,607610.8784,517382,43.54368003,567.2117674,1
Australia,2011,Geothermal,65206.65944,4157.548913,7516378444,770409656,7.25796E+13,630383.2067,44899.21617,77338.97835,974526.59,873178,67.44850134,610.0848522,1
China,2021,Solar,64899.05852,12970.07091,3993008357,93143064,1.09923E+14,770866.1725,99029.88743,91089.40365,699243.6266,167187,15.41651644,87.01557307,1
Russia,2023,Solar,69819.12768,29638.94132,9314880278,1291659587,1.36804E+14,889120.316,82415.8591,8240.621523,317695.724,383913,68.35777676,811.6185878,0
USA,2002,Hydro,46932.04317,20871.83348,7803626886,1083687510,8.47071E+13,219624.5135,5335.096418,47027.46711,75435.21904,639016,77.66719329,4.05491881,1
India,2011,Wind,30492.65172,26668.43581,9408741324,102584844,5.89113E+13,816655.2463,74454.40247,66535.77502,106762.9416,706627,26.32019647,960.2644672,1
Canada,2010,Solar,15296.63664,4250.602931,9111344262,180665786,8.92277E+13,546911.5915,28091.9798,63031.33387,908618.2224,741849,81.9777704,891.5008595,1
India,2021,Solar,37669.24745,32924.99544,4582759113,64148687,1.63014E+14,119304.464,53294.43498,26947.64452,114141.4098,967960,83.14659975,1.157293678,1
Australia,2011,Geothermal,80366.40132,47416.36417,3486357746,1168275003,1.0756E+14,45929.43014,51812.89154,24533.30242,478151.1747,114414,36.80252424,483.77007,1
Japan,2016,Solar,10979.98304,3290.696717,9277398302,1264873193,3.48879E+13,948113.5204,59086.69507,55150.60719,436698.1485,793753,56.0226911,999.6001722,1
USA,2015,Biomass,2352.440159,20277.83408,4082344428,286374535,1.75399E+14,579875.9226,9134.532182,21464.35722,293952.1428,295827,98.70685775,999.5086816,0
Brazil,2015,Biomass,10669.52261,38050.94989,6289026707,765766985,1.69331E+14,222771.6813,11380.12185,95110.6929,133300.6677,738150,12.42121112,324.9481743,1
France,2004,Biomass,36941.07137,11080.36239,7384764978,1086001536,3.8185E+12,540840.2008,79909.32226,3815.960938,178452.2652,158320,0.028384336,416.5352947,0
France,2007,Geothermal,26330.75393,38615.80528,4286777895,851787425,7.86082E+13,911740.4863,24246.35997,63283.2925,828475.8406,355464,21.70789489,906.5185009,1
Russia,2018,Hydro,45712.14373,24525.95298,9101502693,298906941,5.26323E+13,522339.1238,71381.97087,80686.46559,673182.9336,899411,60.19415721,749.2378733,0
USA,2004,Biomass,10680.47113,4394.82165,7350532949,906341031,5.57383E+13,1264.851083,75868.59351,76604.23521,709197.4987,108432,65.14859978,436.1412169,0
USA,2000,Wind,10573.0095,40072.54111,7958885822,1443475219,1.05579E+14,988226.7947,53095.29085,32893.58756,10503.87942,203049,34.04917736,421.2502209,0
USA,2003,Biomass,15102.03072,22121.02851,4096895860,1477193664,1.06856E+14,882673.9669,70040.65336,42286.70368,871054.4328,617022,68.13815981,505.2601138,0
France,2023,Hydro,20857.19758,34650.27441,144203277.1,561989957,1.1941E+14,7814.299996,59564.00542,92670.78258,998982.3358,165417,69.42987838,980.6691759,0
Canada,2006,Hydro,87778.69416,46890.88675,8603843465,790077599,1.03736E+14,137255.2337,83410.53374,94699.16578,477512.2705,33161,11.94243564,507.1575868,1
Brazil,2011,Solar,37185.69376,5972.319209,1755931780,1015782385,1.90989E+12,412859.7491,86113.71196,34169.83045,154290.1964,938760,16.60275622,138.6935713,0
Australia,2007,Solar,38018.30247,22447.15257,6615517590,274172366,2.89365E+13,475425.5711,43571.49167,99684.21491,60055.97875,28415,49.16472423,911.7230844,1
Germany,2005,Biomass,84091.47903,23791.58006,3317984228,1171775657,4.67234E+13,283356.9014,16332.74322,58126.18752,246971.9137,251993,85.88380817,332.6727952,0
Japan,2010,Biomass,23499.3067,11094.93981,8002065899,967681800,1.40071E+14,618205.9921,57627.05774,31125.7621,884687.2317,276964,93.89449577,31.25209867,1
China,2013,Geothermal,83872.42269,40748.35451,2752308766,1440693936,69653073423,2581.940831,43534.98642,9610.153826,323191.3214,146089,91.62081807,69.48862428,1
Japan,2007,Hydro,66662.16029,12511.55702,9121475777,1012661233,8.11144E+13,584527.3217,81287.20655,53946.2401,533341.8248,958317,40.78365941,383.4280567,0
Australia,2001,Hydro,45228.26478,37404.83395,4972536632,922236073,1.12633E+14,883614.1208,85858.77011,64777.11629,926316.2558,981100,11.88399855,694.0144337,0
Germany,2023,Biomass,70834.23623,12316.41823,6133189254,1242014492,1.3585E+14,416330.6401,19539.12605,87769.40578,59479.19323,937898,0.895788764,277.2268236,1
India,2009,Geothermal,19933.02574,37988.50021,6557171479,792549701,2.85461E+13,517170.7595,67030.93893,30883.59418,560417.8946,596738,51.42992175,62.96208173,1
France,2020,Wind,50361.42851,29293.25066,7700114467,885000741,4.72925E+13,726487.3486,23977.38824,96143.78159,298153.5308,585584,21.29054734,92.69556863,0
India,2021,Biomass,13755.19963,44489.02454,9819425812,306489059,1.19985E+14,437566.9211,70758.67371,93611.2098,25182.76175,741170,9.402247069,700.2175415,0
Australia,2012,Wind,45640.26888,2335.814907,7294232700,1103592077,1.80622E+14,73742.29176,45479.01836,37278.49291,356457.5271,116737,54.01844231,442.38295,0
USA,2001,Geothermal,14776.76927,5708.435387,2582022184,751793696,1.2567E+14,973864.1127,67444.57446,64162.51163,164590.38,83302,52.43529638,187.971796,1
Australia,2013,Biomass,65533.5965,29206.63355,6223464899,400780599,2.97643E+13,152753.9863,3733.017809,94484.70057,25332.08036,38232,82.12201634,346.9306201,0
India,2008,Wind,73763.45979,43548.81431,5310956960,63283949,6.88308E+13,670857.1641,39862.01124,95302.63732,478775.0998,670078,85.80301823,782.3511526,0
USA,2010,Hydro,26028.77467,15861.51685,73062277.62,1145599565,1.85367E+14,150096.2435,8997.962034,16271.03804,27931.46994,385749,14.361047,351.9654824,0
Russia,2018,Geothermal,73775.35808,17483.67756,8234153623,886648153,1.47783E+14,731176.295,97845.16833,38329.28193,564645.1224,599454,80.20750931,731.4309303,1
France,2009,Hydro,12492.72993,34196.33491,6028003192,1293044899,2.5226E+13,325367.0648,18757.73979,7365.927721,438860.3607,73761,63.05286608,907.7405101,0
Brazil,2022,Biomass,89223.00182,6171.975473,246120578.5,1353756603,1.27869E+14,992224.9768,42814.25147,25071.10273,99777.84391,306667,67.56809796,461.0470133,1
China,2009,Hydro,98325.85632,16138.56163,3596285370,1104357071,6.39339E+13,620628.749,33827.05006,27718.09956,899932.3598,468746,27.48018419,557.4637879,1
China,2008,Wind,20804.91578,30691.33912,5527279701,18725904,1.43945E+14,669241.9406,5600.332393,39324.37466,329585.1539,322803,40.75906475,156.7251002,0
Australia,2000,Geothermal,55704.72827,29067.84074,2517783500,700268291,1.09522E+14,947418.442,90480.64867,76774.98349,437142.4336,213998,93.56349952,805.417225,1
Canada,2009,Hydro,29548.07239,33438.57183,5222537337,535918085,1.62641E+14,187889.729,92687.00492,51844.61613,970541.7505,841761,76.40753302,739.3045775,0
Canada,2004,Geothermal,45024.3854,27487.71656,2239056591,425070725,1.5757E+14,986204.3234,84422.25775,71304.63232,56133.07034,661078,56.94009278,114.2000581,0
Canada,2014,Hydro,22899.94762,25200.28323,260577591.6,289031796,7.81239E+13,22009.17993,7936.812183,77222.38997,246257.3861,389859,69.88026093,858.5581908,0
Japan,2011,Biomass,47624.65512,30926.34385,9424510899,550041450,1.93638E+14,588402.7261,84824.8102,87472.44783,814929.7173,515041,33.57908974,24.35641557,0
Brazil,2004,Hydro,88677.42214,25670.0502,8204464277,207580953,1.87439E+14,60503.82719,77215.06829,12585.19441,522711.0622,888133,0.230521212,150.684628,1
Japan,2011,Hydro,14051.50081,7365.526238,3209835457,347185781,4.02857E+13,397871.6155,74205.39891,26540.16153,673945.7407,131868,75.87575778,908.8870491,0
China,2003,Solar,38469.27956,37558.03395,7783575261,11740278,1.43004E+14,858230.4864,15171.3505,3881.299668,726067.7634,113243,82.68772213,563.5875197,0
Russia,2010,Geothermal,81910.04054,10524.56399,7165372014,1187325160,6.02954E+13,9865.174549,94187.4976,15087.81661,248114.579,10876,66.81673941,842.6680531,1
France,2006,Solar,20951.50556,44094.28493,5525934411,752906620,1.31778E+14,434195.8809,9843.111763,27263.70386,759966.216,393900,61.71799238,381.1073576,1
Japan,2003,Geothermal,9266.923827,46745.91791,4322574084,1425355178,1.39515E+14,945151.0112,65994.05502,5347.815753,361268.0095,282483,83.7100149,879.5538589,1
France,2010,Solar,55768.29378,23181.49693,6066280235,314825644,6.96514E+13,575553.9546,78538.86631,83491.19349,936092.5765,654792,47.88389827,115.7948571,0
France,2007,Solar,35519.63111,38645.34278,4331865930,578147716,2.08621E+13,723263.5194,85456.03657,14366.59464,950255.8686,651433,20.76844118,734.0827709,1
USA,2022,Solar,25805.65551,11276.4135,2648099270,306701280,1.4958E+14,454455.7534,70202.22315,94701.39568,149606.6742,625653,90.56263894,783.2160625,1
China,2020,Hydro,77589.40423,40332.69433,3254739867,911121371,8.36235E+13,689276.3762,66878.68558,45073.64227,910615.6625,8554,2.293703065,26.41345346,0
China,2018,Biomass,3439.818757,13558.18734,8158379325,396637729,1.32413E+14,924781.3412,84391.18288,36073.06618,107845.4151,174636,72.18376881,804.0803944,1
